Year,State,Drivers_Male,Drivers_Male%,Drivers_Female,Drivers_Female%,Drivers_Total,Drivers_per_Vehicles,Residents,Residents_Male16+,Residents_Female16+,Residents_16+,Drivers_per_1000Residents,Drivers_per_1000Residents16+
2013,Rhode Island,366628,48.93,382604,51.07,749232,0.9,1051511,413127,450575,863702,713,867
2013,South Carolina,1698898,48.04,1837506,51.96,3536404,0.91,4774839,1833659,1979864,3813523,741,927
2013,South Dakota,303928,50.35,299715,49.65,603643,0.61,844877,329050,330271,659321,714,916
2013,Tennessee,2215761,48.12,2389339,51.88,4605100,0.87,6495978,2491623,2679915,5171538,709,890
2013,Texas,7618215,49.32,7829058,50.68,15447273,0.79,26448193,9938578,10227030,20165608,584,766
2013,Utah,837770,50.43,823449,49.57,1661219,0.81,2900872,1045409,1049677,2095086,573,793
2013,Vermont,267516,49.26,275541,50.74,543057,0.9,626630,253864,265434,519298,867,1046
2013,Virginia,2707678,48.33,2895087,51.67,5602765,0.81,8260405,3216345,3386222,6602567,678,849
2013,Washington,2737843,51.64,2563787,48.36,5301630,0.84,6971406,2757333,2796303,5553636,760,955
2013,West Virginia,585076,49.7,592060,50.3,1177136,0.83,1854304,742776,773619,1516395,635,776
2013,Wisconsin,2084758,49.98,2086669,50.02,4171427,0.8,5742713,2260144,2324943,4585087,726,910
2013,Wyoming,216288,51.32,205185,48.68,421473,0.51,582658,234370,225471,459841,723,917
2012,Alabama,1863219,48.68,1964303,51.32,3827522,0.82,4822023,1830443,1995807,3826250,794,1000
2012,Alaska,278498,52.91,247873,47.09,526371,0.72,731449,295344,269358,564702,720,932
2012,Arizona,2363009,50.3,2334570,49.7,4697579,0.95,6553255,2523235,2588652,5111887,717,919
2012,Arkansas,1024189,46.57,1174975,53.43,2199164,0.94,2949131,1124748,1191184,2315932,746,950
2012,California,12274575,50.72,11926422,49.28,24200997,0.92,38041430,14750900,15136491,29887391,636,810
2012,Colorado,1950743,51.23,1856930,48.77,3807673,0.88,5187582,2041006,2047343,4088349,734,931
2012,Connecticut,1226100,49.33,1259608,50.67,2485708,0.96,3590347,1394501,1500693,2895194,692,859
2012,Delaware,351553,48.81,368737,51.19,720290,0.8,917092,351931,383558,735489,785,979
2012,Dist. of Col.,196412,48.98,204581,51.02,400993,1.34,632323,249216,284643,533859,634,751
2012,Florida,6768578,48.71,7128003,51.29,13896581,0.93,19317568,7644224,8141964,15786188,719,880
2012,Georgia,3142656,47.75,3438878,52.25,6581534,0.9,9919945,3719755,3984305,7704060,663,854
2012,Hawaii,477830,52.22,437203,47.78,915033,0.78,1392313,562982,559186,1122168,657,815
2012,Idaho,548438,50.18,544539,49.82,1092977,0.7,1595728,603674,611438,1215112,685,899
2012,Illinois,4044505,49.11,4191240,50.89,8235745,0.85,12875255,4939784,5230741,10170525,640,810
2012,Indiana,2677443,49.8,2698530,50.2,5375973,0.94,6537334,2497696,2630187,5127883,822,1048
2012,Iowa,1094590,49.37,1122714,50.63,2217304,0.67,3074186,1195942,1236508,2432450,721,912
2012,Kansas,997017,49.41,1021012,50.59,2018029,0.87,2885905,1105292,1135402,2240694,699,901
2012,Kentucky,1473263,49.35,1511971,50.65,2985234,0.85,4380415,1694131,1780760,3474891,681,859
2012,Louisiana,1404715,48.05,1519029,51.95,2923744,0.78,4601893,1743629,1862245,3605874,635,811
2012,Maine,498680,49.46,509510,50.54,1008190,0.91,1329192,530886,565406,1096292,758,920
2012,Maryland,2026605,49.4,2075549,50.6,4102154,1.08,5884563,2244809,2452171,4696980,697,873
2012,Massachusetts,2343354,49.5,2390582,50.5,4733936,0.99,6646144,2591826,2823728,5415554,712,874
2012,Michigan,3425174,48.8,3593539,2,7018713,0.94,9883360,3833047,4060638,7893685,710,889
2012,Minnesota,1669037,50.25,1652723,49.75,3321760,0.69,5379139,2093328,2153126,4246454,618,782
2012,Mississippi,930437,47.52,1027543,52.48,1957980,0.98,2984926,1110709,1212202,2322911,656,843
2012,Missouri,2107064,49.13,2181424,50.87,4288488,0.79,6021988,2315045,2463346,4778391,712,897
2012,Montana,384714,50.77,373098,49.23,757812,0.58,1005141,404338,404182,808520,754,937
2012,Nebraska,683317,50.11,680279,49.89,1363596,0.76,1855525,710790,731101,1441891,735,946
2012,Nevada,884244,51.17,843816,48.83,1728060,0.85,2758931,1090380,1080157,2170537,626,796
2012,New Hampshire,533747,50.14,530857,49.86,1064604,0.88,1320718,529965,551580,1081545,806,984
2012,New Jersey,2965595,49.1,3074028,50.9,6039623,0.81,8864590,3411417,3667941,7079358,681,853
2012,New Mexico,712776,49.83,717699,50.17,1430475,0.84,2085538,799590,828266,1627856,686,879
2012,New York,5783312,51.41,5465305,48.59,11248617,1.13,19570261,7570409,8246432,15816841,575,711
2012,North Carolina,3232106,48.4,3445587,51.6,6677693,0.89,9752073,3713291,4003258,7716549,685,865
2012,North Dakota,257601,51.23,245206,48.77,502807,0.66,699628,285176,276537,561713,719,895
2012,Ohio,3878398,48.44,4127785,51.56,8006183,0.83,11544225,4441813,4752748,9194561,694,871
2012,Oklahoma,1098514,45.76,1301844,54.24,2400358,0.73,3814820,1461647,1516560,2978207,629,806
2012,Oregon,1376292,49.69,1393465,50.31,2769757,0.81,3899353,1540925,1596367,3137292,710,883
2012,Pennsylvania,4389890,49.64,4452697,50.36,8842587,0.89,12763536,5000250,5356456,10356706,693,854
2012,Rhode Island,367444,49.01,382262,50.99,749706,0.93,1050292,410965,449694,860659,714,871
2012,South Carolina,1798662,52.05,1657269,47.95,3455931,0.93,4723723,1808004,1954786,3762790,732,918
2012,South Dakota,305385,50.33,301394,49.67,606779,0.67,833354,324811,326486,651297,728,932
2012,Tennessee,2204973,48.21,2368898,51.79,4573871,0.89,6456243,2472461,2659222,5131683,708,891
2012,Texas,7536823,49.41,7715369,50.59,15252192,0.79,26059203,9764813,10061009,19825822,585,769
2012,Utah,899714,50.3,889108,49.7,1788822,0.95,2855287,1025382,1030267,2055649,626,870
2012,Vermont,263431,49.75,266070,50.25,529501,0.93,626011,253129,264670,517799,846,1023
2012,Virginia,2678667,48.36,2859813,51.64,5538480,0.81,8185867,3180905,3356886,6537791,677,847
2012,Washington,2704667,51.74,2523222,48.26,5227889,0.94,6897012,2721264,2768409,5489673,758,952
2012,West Virginia,645662,52,595924,48,1241586,0.91,1855413,741756,774129,1515885,669,819
2012,Wisconsin,2024426,49.9,2032223,50.1,4056649,0.84,5726398,2247273,2313487,4560760,708,889
2012,Wyoming,217073,51.49,204507,48.51,421580,0.56,576412,232328,223051,455379,731,926
2011,Alabama,1850949,48.73,1947603,51.27,3798552,0.82,4802740,1822432,1986388,3808820,791,997
2011,Alaska,276323,53.01,244957,46.99,521280,0.73,722718,289107,266213,555320,721,939
2011,Arizona,2309425,50.29,2282973,49.71,4592398,0.95,6482505,2487041,2551321,5038362,708,911
2011,Arkansas,905039,46.27,1051052,53.73,1956091,0.84,2937979,1119572,1185994,2305566,666,848
2011,California,12110173,50.76,11746427,49.24,23856600,0.85,37691912,14574544,14953130,29527674,633,808
2011,Colorado,1826708,49.78,1843108,50.22,3669816,0.9,5116796,2006216,2013919,4020135,717,913
2011,Connecticut,1483107,49.66,1503160,50.34,2986267,1.11,3580709,1385366,1492610,2877976,834,1038
2011,Delaware,349979,48.87,366130,51.13,716109,0.81,907135,347805,378687,726492,789,986
2011,Dist. of Col.,194101,49.08,201341,50.92,395442,1.37,617996,244576,279418,523994,640,755
2011,Florida,6758251,48.68,7124172,51.32,13882423,0.94,19057542,7524786,8016226,15541012,728,893
2011,Georgia,3106213,47.75,3399477,52.25,6505690,0.9,9815210,3673145,3930514,7603659,663,856
2011,Hawaii,476751,52.29,434909,47.71,911660,0.83,1374810,550565,553662,1104227,663,826
2011,Idaho,544105,50.19,539887,49.81,1083992,0.7,1584985,597773,605015,1202788,684,901
2011,Illinois,4122828,49.23,4251141,50.77,8373969,0.84,12869257,4920677,5217113,10137790,651,826
2011,Indiana,3329965,50.69,3239700,49.31,6569665,1.12,6516922,2484351,2618559,5102910,1008,1287
2011,Iowa,1080499,49.3,1111216,50.7,2191715,0.67,3062309,1188765,1231631,2420396,716,906
2011,Kansas,1001712,49.45,1023869,50.55,2025581,0.87,2871238,1096117,1130707,2226824,705,910
2011,Kentucky,1461221,49.37,1498660,50.63,2959881,0.82,4369356,1686475,1777493,3463968,677,854
2011,Louisiana,1539671,48.32,1646556,51.68,3186227,0.81,4574836,1731218,1850350,3581568,696,890
2011,Maine,503042,49.57,511784,50.43,1014826,0.92,1328188,529430,563705,1093135,764,928
2011,Maryland,1875291,48.63,1981313,51.37,3856604,1.04,5828289,2215117,2425686,4640803,662,831
2011,Massachusetts,2314271,49.42,2369052,50.58,4683323,0.86,6587536,2559875,2794881,5354756,711,875
2011,Michigan,3445758,48.81,3613751,51.19,7059509,0.81,9876187,3817458,4047355,7864813,715,898
2011,Minnesota,1663590,50.32,1642549,49.68,3306139,0.72,5344861,2076531,2136568,4213099,619,785
2011,Mississippi,919586,47.73,1007017,52.27,1926603,0.98,2978512,1106451,1207060,2313511,647,833
2011,Missouri,2099099,49.08,2177938,50.92,4277037,0.86,6010688,2306087,2455708,4761795,712,898
2011,Montana,382046,50.77,370437,49.23,752483,0.65,998199,400572,401304,801876,754,938
2011,Nebraska,679651,50.11,676726,49.89,1356377,0.75,1842641,705709,727206,1432915,736,947
2011,Nevada,872514,51.3,828315,48.7,1700829,0.83,2723322,1072781,1060492,2133273,625,797
2011,New Hampshire,529879,50.14,527010,49.86,1056889,0.89,1318194,526188,548076,1074264,802,984
2011,New Jersey,2934896,49.1,3042562,50.9,5977458,0.8,8821155,3381390,3642116,7023506,678,851
2011,New Mexico,707160,49.85,711481,50.15,1418641,0.85,2082224,795560,825446,1621006,681,875
2011,New York,5772229,51.49,5438554,48.51,11210783,1.14,19465197,7507761,8193493,15701254,576,714
2011,North Carolina,3186895,48.51,3382446,51.49,6569341,1.11,9656401,3664501,3958249,7622750,680,862
2011,North Dakota,249389,50.88,240757,49.12,490146,0.66,683932,277711,272029,549740,717,892
2011,Ohio,3864118,48.41,4118031,51.59,7982149,0.82,11544951,4427103,4744413,9171516,691,870
2011,Oklahoma,1083603,45.71,1287040,54.29,2370643,0.73,3791508,1450703,1506422,2957125,625,802
2011,Oregon,1381495,49.8,1392461,50.2,2773956,0.93,3871859,1525405,1581742,3107147,716,893
2011,Pennsylvania,4367606,49.65,4429168,50.35,8796774,0.9,12742886,4978101,5344837,10322938,690,852
2011,Rhode Island,367444,49.01,382262,50.99,749706,0.86,1051302,409938,449514,859452,713,872
2011,South Carolina,1633307,47.92,1775011,52.08,3408318,0.93,4679230,1787899,1932504,3720403,728,916
2011,South Dakota,303026,50.23,300232,49.77,603258,0.66,824082,320361,322781,643142,732,938
2011,Tennessee,2190213,48.2,2353546,51.8,4543759,0.9,6403353,2446176,2635963,5082139,710,894
2011,Texas,7490331,49.53,7632187,50.47,15122518,0.8,25674681,9571845,9896630,19468475,589,777
2011,Utah,876404,50.15,871083,49.85,1747487,0.98,2817222,1008750,1015275,2024025,620,863
2011,Vermont,259466,49.74,262200,50.26,521666,0.92,626431,252516,264326,516842,833,1009
2011,Virginia,2646835,48.41,2820210,51.59,5467045,0.82,8096604,3138688,3316928,6455616,675,847
2011,Washington,2683024,51.81,2495765,48.19,5178789,0.93,6830038,2692309,2736130,5428439,758,954
2011,West Virginia,595779,49.7,603058,50.3,1198837,0.87,1855364,741496,774218,1515714,646,791
2011,Wisconsin,2077314,50.09,2070156,49.91,4147470,0.85,5711767,2237749,2303531,4541280,726,913
2011,Wyoming,217612,51.58,204316,48.42,421928,0.56,568158,227907,219838,447745,743,942
2010,Alabama,1857738,48.81,1948013,51.19,3805751,0.83,4779736,1810745,1971055,3781800,796,1006
2010,Alaska,273711,53.12,241528,46.88,515239,0.74,710231,284293,259915,544208,725,947
2010,Arizona,2235995,50.32,2207652,49.68,4443647,1.04,6392017,2437034,2507447,4944481,695,899
2010,Arkansas,1021622,49.17,1056184,50.83,2077806,1.02,2915918,1108864,1175880,2284744,713,909
2010,California,12077712,50.85,11675729,49.15,23753441,0.71,37253956,14337992,14741056,29079048,638,817
2010,Colorado,1936995,51.25,1842278,48.75,3779273,2.49,5029196,1962109,1975722,3937831,751,960
2010,Connecticut,1457064,49.65,1477512,50.35,2934576,0.97,3574097,1373924,1485283,2859207,821,1026
2010,Delaware,339023,48.78,356013,51.22,695036,0.88,897934,342696,374157,716853,774,970
2010,Dist. of Col.,189189,49.15,195751,50.85,384940,1.93,601723,239203,273372,512575,640,751
2010,Florida,6795571,48.71,7154155,51.29,13949726,0.99,18801310,7391989,7891277,15283266,742,913
2010,Georgia,3114152,47.85,3393736,52.15,6507888,0.78,9687653,3601334,3876861,7478195,672,870
2010,Hawaii,476084,52.35,433323,47.65,909407,1.03,1360301,543085,547994,1091079,669,833
2010,Idaho,537514,50.26,532028,49.74,1069542,0.82,1567582,589075,595783,1184858,682,903
2010,Illinois,4122828,49.23,4251141,50.77,8373969,0.84,12830632,4884648,5188201,10072849,653,831
2010,Indiana,2784718,50.17,2765751,49.83,5550469,0.99,6483802,2462243,2599151,5061394,856,1097
2010,Iowa,1066141,49.2,1100618,50.8,2166759,0.66,3046355,1178244,1223956,2402200,711,902
2010,Kansas,1006755,49.52,1026337,50.48,2033092,0.85,2853118,1084540,1122060,2206600,713,921
2010,Kentucky,1457342,49.4,1492849,50.6,2950191,0.83,4339367,1670520,1762140,3432660,680,859
2010,Louisiana,1515134,48.35,1618497,51.65,3133631,0.79,4533372,1714324,1829950,3544274,691,884
2010,Maine,505443,49.57,514295,50.43,1019738,0.99,1328361,527315,561937,1089252,768,936
2010,Maryland,1922648,49.07,1995657,50.93,3918305,0.87,5773552,2185344,2398765,4584109,679,855
2010,Massachusetts,2255492,49.11,2337008,50.89,4592500,0.87,6547629,2531101,2772686,5303787,701,866
2010,Michigan,3463931,48.9,3619176,51.1,7083107,0.92,9883640,3798521,4033715,7832236,717,904
2010,Minnesota,1650132,50.29,1631331,49.71,3281463,0.68,5303925,2051872,2116447,4168319,619,787
2010,Mississippi,917699,47.59,1010788,52.41,1928487,0.97,2967297,1100634,1199218,2299852,650,839
2010,Missouri,2086053,49.13,2160196,50.87,4246249,0.83,5988927,2289523,2440978,4730501,709,898
2010,Montana,377351,50.75,366260,49.25,743611,0.83,989415,395598,396922,792520,752,938
2010,Nebraska,677342,50.12,674174,49.88,1351516,0.77,1826341,697101,720709,1417810,740,953
2010,Nevada,870906,51.49,820412,48.51,1691318,1.27,2700551,1061342,1048388,2109730,626,802
2010,New Hampshire,519950,50.14,517133,49.86,1037083,0.87,1316470,521320,544957,1066277,788,973
2010,New Jersey,2923314,49.11,3029269,50.89,5952583,0.92,8791894,3351572,3624917,6976489,677,853
2010,New Mexico,700577,49.83,705349,50.17,1405926,0.9,2059179,783804,816594,1600398,683,878
2010,New York,5816064,51.53,5469766,48.47,11285830,1.04,19378102,7441137,8147667,15588804,582,724
2010,North Carolina,3185667,48.74,3350934,51.26,6536601,1.16,9535483,3610138,3900432,7510570,686,870
2010,North Dakota,245028,50.72,238069,49.28,483097,0.67,672591,271997,267949,539946,718,895
2010,Ohio,3851216,48.36,4112156,51.64,7963372,0.72,11536504,4404397,4729434,9133831,690,872
2010,Oklahoma,1073315,45.7,1275403,54.3,2348718,0.72,3751351,1433439,1490850,2924289,626,803
2010,Oregon,1381285,49.87,1388449,50.13,2769734,0.93,3831074,1503630,1561059,3064689,723,904
2010,Pennsylvania,4339641,49.67,4397521,50.33,8737162,0.89,12702379,4941116,5319183,10260299,688,852
2010,Rhode Island,367081,49.08,380794,50.92,747875,0.97,1052567,408324,448908,857232,711,872
2010,South Carolina,1739389,52.12,1597858,47.88,3337247,0.93,4625364,1763417,1906548,3669965,722,909
2010,South Dakota,301903,50.13,300372,49.87,602275,0.67,814180,315054,319129,634183,740,950
2010,Tennessee,2176558,49.26,2241652,50.74,4418210,0.88,6346105,2417135,2605646,5022781,696,880
2010,Texas,7519994,49.61,7637656,50.39,15157650,0.83,25145561,9350891,9684364,19035255,603,796
2010,Utah,835670,50.35,824165,49.65,1659835,0.62,2763885,985395,993584,1978979,601,839
2010,Vermont,255403,49.74,258078,50.26,513481,0.93,625741,250500,262748,513248,821,1000
2010,Virginia,2618903,48.48,2783444,51.52,5402347,0.89,8001024,3089650,3273211,6362861,675,849
2010,Washington,2645282,51.8,2461085,48.2,5106367,0.94,6724540,2634593,2693174,5327767,759,958
2010,West Virginia,599234,49.69,606792,50.31,1206026,0.86,1852994,738594,772762,1511356,651,798
2010,Wisconsin,2070241,50.09,2063136,49.91,4133377,0.84,5686986,2218662,2288245,4506907,727,917
2010,Wyoming,216496,51.61,202970,48.39,419466,0.66,563626,225399,217742,443141,744,947
